t;vs;xq;vq
23.134; 0.167;-0.007796; 1.59044395424332E-001
23.135; 0.167;-0.007789; 1.59013194772205E-001
23.136; 0.167;-0.007781; 1.58982012195039E-001
23.137; 0.167;-0.007773; 1.58950847752243E-001
23.138; 0.167;-0.007766; 1.58919701503183E-001
23.139; 0.167;-0.007758; 1.58888573507185E-001
23.140; 0.167;-0.007750; 1.58857463823532E-001
23.141; 0.167;-0.007742; 1.58826372511466E-001
23.142; 0.167;-0.007734; 1.58795299630188E-001
23.143; 0.167;-0.007727; 1.58764245238854E-001
23.144; 0.167;-0.007719; 1.58733209396582E-001
23.145; 0.167;-0.007711; 1.58702192162445E-001
23.146; 0.167;-0.007703; 1.58671193595475E-001
23.147; 0.167;-0.007695; 1.58640213754660E-001
23.148; 0.167;-0.007687; 1.58609252698947E-001
23.149; 0.167;-0.007679; 1.58578310487241E-001
23.150; 0.167;-0.007671; 1.58547387178402E-001
23.151; 0.167;-0.007662; 1.58516482831249E-001
23.152; 0.167;-0.007654; 1.58485597504557E-001
23.153; 0.167;-0.007646; 1.58454731257058E-001
23.154; 0.167;-0.007638; 1.58423884147441E-001
23.155; 0.167;-0.007630; 1.58393056234353E-001
23.156; 0.167;-0.007621; 1.58362247576396E-001
23.157; 0.167;-0.007613; 1.58331458232128E-001
23.158; 0.167;-0.007605; 1.58300688260064E-001
23.159; 0.167;-0.007596; 1.58269937718677E-001
23.160; 0.167;-0.007588; 1.58239206666393E-001
23.161; 0.167;-0.007580; 1.58208495161597E-001
23.162; 0.167;-0.007571; 1.58177803262628E-001
23.163; 0.167;-0.007563; 1.58147131027782E-001
23.164; 0.167;-0.007554; 1.58116478515308E-001
23.165; 0.167;-0.007546; 1.58085845783415E-001
23.166; 0.167;-0.007537; 1.58055232890265E-001
23.167; 0.167;-0.007528; 1.58024639893974E-001
23.168; 0.167;-0.007520; 1.57994066852616E-001
23.169; 0.167;-0.007511; 1.57963513824218E-001
23.170; 0.167;-0.007502; 1.57932980866765E-001
23.171; 0.167;-0.007494; 1.57902468038193E-001
23.172; 0.167;-0.007485; 1.57871975396395E-001
23.173; 0.167;-0.007476; 1.57841502999219E-001
23.174; 0.167;-0.007467; 1.57811050904467E-001
23.175; 0.167;-0.007458; 1.57780619169896E-001
23.176; 0.167;-0.007449; 1.57750207853216E-001
23.177; 0.167;-0.007441; 1.57719817012094E-001
23.178; 0.167;-0.007432; 1.57689446704147E-001
23.179; 0.167;-0.007423; 1.57659096986950E-001
23.180; 0.167;-0.007414; 1.57628767918031E-001
23.181; 0.167;-0.007405; 1.57598459554870E-001
23.182; 0.167;-0.007395; 1.57568171954903E-001
23.183; 0.167;-0.007386; 1.57537905175518E-001
23.184; 0.167;-0.007377; 1.57507659274058E-001
23.185; 0.167;-0.007368; 1.57477434307818E-001
23.186; 0.167;-0.007359; 1.57447230334047E-001
23.187; 0.167;-0.007350; 1.57417047409947E-001
23.188; 0.167;-0.007340; 1.57386885592674E-001
23.189; 0.167;-0.007331; 1.57356744939336E-001
23.190; 0.167;-0.007322; 1.57326625506993E-001
23.191; 0.167;-0.007313; 1.57296527352660E-001
23.192; 0.167;-0.007303; 1.57266450533303E-001
23.193; 0.167;-0.007294; 1.57236395105842E-001
23.194; 0.167;-0.007284; 1.57206361127147E-001
23.195; 0.167;-0.007275; 1.57176348654043E-001
23.196; 0.167;-0.007265; 1.57146357743306E-001
23.197; 0.167;-0.007256; 1.57116388451664E-001
23.198; 0.167;-0.007246; 1.57086440835797E-001
23.199; 0.167;-0.007237; 1.57056514952337E-001
23.200; 0.167;-0.007227; 1.57026610857869E-001
23.201; 0.167;-0.007217; 1.56996728608928E-001
23.202; 0.167;-0.007208; 1.56966868262001E-001
23.203; 0.167;-0.007198; 1.56937029873528E-001
23.204; 0.167;-0.007188; 1.56907213499898E-001
23.205; 0.167;-0.007179; 1.56877419197452E-001
23.206; 0.167;-0.007169; 1.56847647022484E-001
23.207; 0.167;-0.007159; 1.56817897031237E-001
23.208; 0.167;-0.007149; 1.56788169279906E-001
23.209; 0.167;-0.007139; 1.56758463824636E-001
23.210; 0.167;-0.007129; 1.56728780721523E-001
23.211; 0.167;-0.007119; 1.56699120026615E-001
23.212; 0.167;-0.007109; 1.56669481795908E-001
23.213; 0.167;-0.007099; 1.56639866085351E-001
23.214; 0.167;-0.007089; 1.56610272950841E-001
23.215; 0.167;-0.007079; 1.56580702448228E-001
23.216; 0.167;-0.007069; 1.56551154633310E-001
23.217; 0.167;-0.007059; 1.56521629561834E-001
23.218; 0.167;-0.007049; 1.56492127289501E-001
23.219; 0.167;-0.007039; 1.56462647871958E-001
23.220; 0.167;-0.007029; 1.56433191364802E-001
23.221; 0.167;-0.007018; 1.56403757823582E-001
23.222; 0.167;-0.007008; 1.56374347303795E-001
23.223; 0.167;-0.006998; 1.56344959860887E-001
23.224; 0.167;-0.006988; 1.56315595550254E-001
23.225; 0.167;-0.006977; 1.56286254427241E-001
23.226; 0.167;-0.006967; 1.56256936547141E-001
23.227; 0.167;-0.006956; 1.56227641965199E-001
23.228; 0.167;-0.006946; 1.56198370736605E-001
23.229; 0.167;-0.006935; 1.56169122916500E-001
23.230; 0.167;-0.006925; 1.56139898559974E-001
23.231; 0.167;-0.006914; 1.56110697722064E-001
23.232; 0.167;-0.006904; 1.56081520457758E-001
23.233; 0.167;-0.006893; 1.56052366821989E-001
23.234; 0.167;-0.006883; 1.56023236869640E-001
23.235; 0.167;-0.006872; 1.55994130655542E-001
23.236; 0.167;-0.006861; 1.55965048234476E-001
23.237; 0.167;-0.006851; 1.55935989661167E-001
23.238; 0.167;-0.006840; 1.55906954990291E-001
23.239; 0.167;-0.006829; 1.55877944276470E-001
23.240; 0.167;-0.006818; 1.55848957574275E-001
23.241; 0.167;-0.006808; 1.55819994938224E-001
23.242; 0.167;-0.006797; 1.55791056422781E-001
23.243; 0.167;-0.006786; 1.55762142082360E-001
23.244; 0.167;-0.006775; 1.55733251971320E-001
23.245; 0.167;-0.006764; 1.55704386143968E-001
23.246; 0.167;-0.006753; 1.55675544654559E-001
23.247; 0.167;-0.006742; 1.55646727557293E-001
23.248; 0.167;-0.006731; 1.55617934906319E-001
23.249; 0.167;-0.006720; 1.55589166755730E-001
23.250; 0.167;-0.006709; 1.55560423159567E-001
23.251; 0.167;-0.006698; 1.55531704171820E-001
23.252; 0.167;-0.006687; 1.55503009846420E-001
23.253; 0.167;-0.006676; 1.55474340237250E-001
23.254; 0.167;-0.006664; 1.55445695398135E-001
23.255; 0.167;-0.006653; 1.55417075382849E-001
23.256; 0.167;-0.006642; 1.55388480245109E-001
23.257; 0.167;-0.006631; 1.55359910038582E-001
23.258; 0.167;-0.006619; 1.55331364816877E-001
23.259; 0.167;-0.006608; 1.55302844633551E-001
23.260; 0.167;-0.006597; 1.55274349542105E-001
23.261; 0.167;-0.006585; 1.55245879595987E-001
23.262; 0.167;-0.006574; 1.55217434848590E-001
23.263; 0.167;-0.006562; 1.55189015353252E-001
23.264; 0.167;-0.006551; 1.55160621163257E-001
23.265; 0.167;-0.006539; 1.55132252331832E-001
23.266; 0.167;-0.006528; 1.55103908912152E-001
23.267; 0.167;-0.006516; 1.55075590957334E-001
23.268; 0.167;-0.006505; 1.55047298520443E-001
23.269; 0.167;-0.006493; 1.55019031654486E-001
23.270; 0.167;-0.006481; 1.54990790412416E-001
23.271; 0.167;-0.006470; 1.54962574847130E-001
23.272; 0.167;-0.006458; 1.54934385011470E-001
23.273; 0.167;-0.006446; 1.54906220958221E-001
23.274; 0.167;-0.006435; 1.54878082740115E-001
23.275; 0.167;-0.006423; 1.54849970409824E-001
23.276; 0.167;-0.006411; 1.54821884019969E-001
23.277; 0.167;-0.006399; 1.54793823623110E-001
23.278; 0.167;-0.006387; 1.54765789271755E-001
23.279; 0.167;-0.006375; 1.54737781018353E-001
23.280; 0.167;-0.006363; 1.54709798915297E-001
23.281; 0.167;-0.006351; 1.54681843014926E-001
23.282; 0.167;-0.006339; 1.54653913369519E-001
23.283; 0.167;-0.006327; 1.54626010031301E-001
23.284; 0.167;-0.006315; 1.54598133052438E-001
23.285; 0.167;-0.006303; 1.54570282485042E-001
23.286; 0.167;-0.006291; 1.54542458381165E-001
23.287; 0.167;-0.006279; 1.54514660792805E-001
23.288; 0.167;-0.006267; 1.54486889771900E-001
23.289; 0.167;-0.006255; 1.54459145370332E-001
23.290; 0.167;-0.006243; 1.54431427639928E-001
23.291; 0.167;-0.006230; 1.54403736632452E-001
23.292; 0.167;-0.006218; 1.54376072399617E-001
23.293; 0.167;-0.006206; 1.54348434993074E-001
23.294; 0.167;-0.006193; 1.54320824464417E-001
23.295; 0.167;-0.006181; 1.54293240865184E-001
23.296; 0.167;-0.006169; 1.54265684246853E-001
23.297; 0.167;-0.006156; 1.54238154660845E-001
23.298; 0.167;-0.006144; 1.54210652158523E-001
23.299; 0.167;-0.006131; 1.54183176791192E-001
23.300; 0.167;-0.006119; 1.54155728610098E-001
23.301; 0.167;-0.006106; 1.54128307666430E-001
23.302; 0.167;-0.006094; 1.54100914011316E-001
23.303; 0.167;-0.006081; 1.54073547695829E-001
23.304; 0.167;-0.006069; 1.54046208770979E-001
23.305; 0.167;-0.006056; 1.54018897287722E-001
23.306; 0.167;-0.006043; 1.53991613296951E-001
23.307; 0.167;-0.006031; 1.53964356849502E-001
23.308; 0.167;-0.006018; 1.53937127996154E-001
23.309; 0.167;-0.006005; 1.53909926787622E-001
23.310; 0.167;-0.005993; 1.53882753274566E-001
23.311; 0.167;-0.005980; 1.53855607507585E-001
23.312; 0.167;-0.005967; 1.53828489537219E-001
23.313; 0.167;-0.005954; 1.53801399413948E-001
23.314; 0.167;-0.005941; 1.53774337188193E-001
23.315; 0.167;-0.005928; 1.53747302910314E-001
23.316; 0.167;-0.005915; 1.53720296630614E-001
23.317; 0.167;-0.005903; 1.53693318399334E-001
23.318; 0.167;-0.005890; 1.53666368266655E-001
23.319; 0.167;-0.005877; 1.53639446282698E-001
23.320; 0.167;-0.005864; 1.53612552497525E-001
23.321; 0.167;-0.005850; 1.53585686961137E-001
23.322; 0.167;-0.005837; 1.53558849723475E-001
23.323; 0.167;-0.005824; 1.53532040834419E-001
23.324; 0.167;-0.005811; 1.53505260343788E-001
23.325; 0.167;-0.005798; 1.53478508301342E-001
23.326; 0.167;-0.005785; 1.53451784756780E-001
23.327; 0.167;-0.005772; 1.53425089759739E-001
23.328; 0.167;-0.005758; 1.53398423359796E-001
23.329; 0.167;-0.005745; 1.53371785606467E-001
23.330; 0.167;-0.005732; 1.53345176549207E-001
23.331; 0.167;-0.005718; 1.53318596237409E-001
23.332; 0.167;-0.005705; 1.53292044720405E-001
23.333; 0.167;-0.005692; 1.53265522047468E-001
23.334; 0.167;-0.005678; 1.53239028267806E-001
23.335; 0.167;-0.005665; 1.53212563430568E-001
23.336; 0.167;-0.005651; 1.53186127584840E-001
23.337; 0.167;-0.005638; 1.53159720779647E-001
23.338; 0.167;-0.005624; 1.53133343063953E-001
23.339; 0.167;-0.005611; 1.53106994486658E-001
23.340; 0.167;-0.005597; 1.53080675096601E-001
23.341; 0.167;-0.005584; 1.53054384942561E-001
23.342; 0.167;-0.005570; 1.53028124073251E-001
23.343; 0.167;-0.005557; 1.53001892537325E-001
23.344; 0.167;-0.005543; 1.52975690383373E-001
23.345; 0.167;-0.005529; 1.52949517659923E-001
23.346; 0.167;-0.005515; 1.52923374415441E-001
23.347; 0.167;-0.005502; 1.52897260698330E-001
23.348; 0.167;-0.005488; 1.52871176556930E-001
23.349; 0.167;-0.005474; 1.52845122039518E-001
23.350; 0.167;-0.005460; 1.52819097194310E-001
23.351; 0.167;-0.005447; 1.52793102069457E-001
23.352; 0.167;-0.005433; 1.52767136713048E-001
23.353; 0.167;-0.005419; 1.52741201173109E-001
23.354; 0.167;-0.005405; 1.52715295497600E-001
23.355; 0.167;-0.005391; 1.52689419734423E-001
23.356; 0.167;-0.005377; 1.52663573931413E-001
23.357; 0.167;-0.005363; 1.52637758136341E-001
23.358; 0.167;-0.005349; 1.52611972396916E-001
23.359; 0.167;-0.005335; 1.52586216760785E-001
23.360; 0.167;-0.005321; 1.52560491275526E-001
23.361; 0.167;-0.005307; 1.52534795988660E-001
23.362; 0.167;-0.005292; 1.52509130947637E-001
23.363; 0.167;-0.005278; 1.52483496199850E-001
23.364; 0.167;-0.005264; 1.52457891792622E-001
23.365; 0.167;-0.005250; 1.52432317773215E-001
23.366; 0.167;-0.005236; 1.52406774188827E-001
23.367; 0.167;-0.005221; 1.52381261086589E-001
23.368; 0.167;-0.005207; 1.52355778513571E-001
23.369; 0.167;-0.005193; 1.52330326516776E-001
23.370; 0.167;-0.005178; 1.52304905143143E-001
23.371; 0.167;-0.005164; 1.52279514439547E-001
23.372; 0.167;-0.005150; 1.52254154452797E-001
23.373; 0.167;-0.005135; 1.52228825229639E-001
23.374; 0.167;-0.005121; 1.52203526816752E-001
23.375; 0.167;-0.005106; 1.52178259260751E-001
23.376; 0.167;-0.005092; 1.52153022608186E-001
23.377; 0.167;-0.005077; 1.52127816905542E-001
23.378; 0.167;-0.005063; 1.52102642199237E-001
23.379; 0.167;-0.005048; 1.52077498535627E-001
23.380; 0.167;-0.005034; 1.52052385960998E-001
23.381; 0.167;-0.005019; 1.52027304521575E-001
23.382; 0.167;-0.005004; 1.52002254263515E-001
23.383; 0.167;-0.004990; 1.51977235232909E-001
23.384; 0.167;-0.004975; 1.51952247475784E-001
23.385; 0.167;-0.004960; 1.51927291038098E-001
23.386; 0.167;-0.004946; 1.51902365965747E-001
23.387; 0.167;-0.004931; 1.51877472304558E-001
23.388; 0.167;-0.004916; 1.51852610100293E-001
23.389; 0.167;-0.004901; 1.51827779398648E-001
23.390; 0.167;-0.004886; 1.51802980245252E-001
23.391; 0.167;-0.004872; 1.51778212685668E-001
23.392; 0.167;-0.004857; 1.51753476765393E-001
23.393; 0.167;-0.004842; 1.51728772529857E-001
23.394; 0.167;-0.004827; 1.51704100024422E-001
23.395; 0.167;-0.004812; 1.51679459294387E-001
23.396; 0.167;-0.004797; 1.51654850384980E-001
23.397; 0.167;-0.004782; 1.51630273341365E-001
23.398; 0.167;-0.004767; 1.51605728208638E-001
23.399; 0.167;-0.004752; 1.51581215031829E-001
23.400; 0.167;-0.004737; 1.51556733855897E-001
23.401; 0.167;-0.004722; 1.51532284725740E-001
23.402; 0.167;-0.004706; 1.51507867686184E-001
23.403; 0.167;-0.004691; 1.51483482781989E-001
23.404; 0.167;-0.004676; 1.51459130057848E-001
23.405; 0.167;-0.004661; 1.51434809558387E-001
23.406; 0.167;-0.004646; 1.51410521328162E-001
23.407; 0.167;-0.004630; 1.51386265411664E-001
23.408; 0.167;-0.004615; 1.51362041853314E-001
23.409; 0.167;-0.004600; 1.51337850697468E-001
23.410; 0.167;-0.004585; 1.51313691988411E-001
23.411; 0.167;-0.004569; 1.51289565770362E-001
23.412; 0.167;-0.004554; 1.51265472087472E-001
23.413; 0.167;-0.004538; 1.51241410983821E-001
23.414; 0.167;-0.004523; 1.51217382503425E-001
23.415; 0.167;-0.004508; 1.51193386690228E-001
23.416; 0.167;-0.004492; 1.51169423588108E-001
23.417; 0.167;-0.004477; 1.51145493240874E-001
23.418; 0.167;-0.004461; 1.51121595692265E-001
23.419; 0.167;-0.004445; 1.51097730985953E-001
23.420; 0.167;-0.004430; 1.51073899165541E-001
23.421; 0.167;-0.004414; 1.51050100274564E-001
23.422; 0.167;-0.004399; 1.51026334356485E-001
23.423; 0.167;-0.004383; 1.51002601454701E-001
23.424; 0.167;-0.004367; 1.50978901612539E-001
23.425; 0.167;-0.004352; 1.50955234873257E-001
23.426; 0.167;-0.004336; 1.50931601280045E-001
23.427; 0.167;-0.004320; 1.50908000876021E-001
23.428; 0.167;-0.004305; 1.50884433704235E-001
23.429; 0.167;-0.004289; 1.50860899807669E-001
23.430; 0.167;-0.004273; 1.50837399229234E-001
23.431; 0.167;-0.004257; 1.50813932011771E-001
23.432; 0.167;-0.004241; 1.50790498198053E-001
23.433; 0.167;-0.004225; 1.50767097830781E-001
23.434; 0.167;-0.004209; 1.50743730952589E-001
23.435; 0.167;-0.004194; 1.50720397606039E-001
23.436; 0.167;-0.004178; 1.50697097833623E-001
23.437; 0.167;-0.004162; 1.50673831677764E-001
23.438; 0.167;-0.004146; 1.50650599180815E-001
23.439; 0.167;-0.004130; 1.50627400385058E-001
23.440; 0.167;-0.004114; 1.50604235332704E-001
23.441; 0.167;-0.004098; 1.50581104065897E-001
23.442; 0.167;-0.004081; 1.50558006626706E-001
23.443; 0.167;-0.004065; 1.50534943057134E-001
23.444; 0.167;-0.004049; 1.50511913399109E-001
23.445; 0.167;-0.004033; 1.50488917694491E-001
23.446; 0.167;-0.004017; 1.50465955985070E-001
23.447; 0.167;-0.004001; 1.50443028312564E-001
23.448; 0.167;-0.003984; 1.50420134718619E-001
23.449; 0.167;-0.003968; 1.50397275244812E-001
23.450; 0.167;-0.003952; 1.50374449932648E-001
23.451; 0.167;-0.003936; 1.50351658823561E-001
23.452; 0.167;-0.003919; 1.50328901958914E-001
23.453; 0.167;-0.003903; 1.50306179379999E-001
23.454; 0.167;-0.003887; 1.50283491128037E-001
23.455; 0.167;-0.003870; 1.50260837244175E-001
23.456; 0.167;-0.003854; 1.50238217769493E-001
23.457; 0.167;-0.003837; 1.50215632744995E-001
23.458; 0.167;-0.003821; 1.50193082211616E-001
23.459; 0.167;-0.003804; 1.50170566210220E-001
23.460; 0.167;-0.003788; 1.50148084781596E-001
23.461; 0.167;-0.003771; 1.50125637966464E-001
23.462; 0.167;-0.003755; 1.50103225805471E-001
23.463; 0.167;-0.003738; 1.50080848339193E-001
23.464; 0.167;-0.003722; 1.50058505608132E-001
23.465; 0.167;-0.003705; 1.50036197652720E-001
23.466; 0.167;-0.003689; 1.50013924513316E-001
23.467; 0.167;-0.003672; 1.49991686230205E-001
23.468; 0.167;-0.003655; 1.49969482843603E-001
23.469; 0.167;-0.003639; 1.49947314393652E-001
23.470; 0.167;-0.003622; 1.49925180920420E-001
23.471; 0.167;-0.003605; 1.49903082463904E-001
23.472; 0.167;-0.003588; 1.49881019064029E-001
23.473; 0.167;-0.003571; 1.49858990760647E-001
23.474; 0.167;-0.003555; 1.49836997593535E-001
23.475; 0.167;-0.003538; 1.49815039602400E-001
23.476; 0.167;-0.003521; 1.49793116826875E-001
23.477; 0.167;-0.003504; 1.49771229306520E-001
23.478; 0.167;-0.003487; 1.49749377080822E-001
23.479; 0.167;-0.003470; 1.49727560189194E-001
23.480; 0.167;-0.003453; 1.49705778670977E-001
23.481; 0.167;-0.003436; 1.49684032565440E-001
23.482; 0.167;-0.003419; 1.49662321911775E-001
23.483; 0.167;-0.003402; 1.49640646749104E-001
23.484; 0.167;-0.003385; 1.49619007116473E-001
23.485; 0.167;-0.003368; 1.49597403052857E-001
23.486; 0.167;-0.003351; 1.49575834597155E-001
23.487; 0.167;-0.003334; 1.49554301788194E-001
23.488; 0.167;-0.003317; 1.49532804664726E-001
23.489; 0.167;-0.003300; 1.49511343265430E-001
23.490; 0.167;-0.003283; 1.49489917628912E-001
23.491; 0.167;-0.003266; 1.49468527793702E-001
23.492; 0.167;-0.003248; 1.49447173798257E-001
23.493; 0.167;-0.003231; 1.49425855680960E-001
23.494; 0.167;-0.003214; 1.49404573480119E-001
23.495; 0.167;-0.003197; 1.49383327233970E-001
23.496; 0.167;-0.003179; 1.49362116980673E-001
23.497; 0.167;-0.003162; 1.49340942758312E-001
23.498; 0.167;-0.003145; 1.49319804604901E-001
23.499; 0.167;-0.003127; 1.49298702558375E-001
23.500; 0.167;-0.003110; 1.49277636656597E-001
23.501; 0.167;-0.003093; 1.49256606937355E-001
23.502; 0.167;-0.003075; 1.49235613438362E-001
23.503; 0.167;-0.003058; 1.49214656197255E-001
23.504; 0.167;-0.003040; 1.49193735251600E-001
23.505; 0.167;-0.003023; 1.49172850638883E-001
23.506; 0.167;-0.003005; 1.49152002396519E-001
23.507; 0.167;-0.002988; 1.49131190561846E-001
23.508; 0.167;-0.002970; 1.49110415172129E-001
23.509; 0.167;-0.002953; 1.49089676264554E-001
23.510; 0.167;-0.002935; 1.49068973876235E-001
23.511; 0.167;-0.002918; 1.49048308044211E-001
23.512; 0.167;-0.002900; 1.49027678805443E-001
23.513; 0.167;-0.002882; 1.49007086196818E-001
23.514; 0.167;-0.002865; 1.48986530255148E-001
23.515; 0.167;-0.002847; 1.48966011017170E-001
23.516; 0.167;-0.002829; 1.48945528519543E-001
23.517; 0.167;-0.002812; 1.48925082798852E-001
23.518; 0.167;-0.002794; 1.48904673891606E-001
23.519; 0.167;-0.002776; 1.48884301834238E-001
23.520; 0.167;-0.002758; 1.48863966663106E-001
23.521; 0.167;-0.002741; 1.48843668414491E-001
23.522; 0.167;-0.002723; 1.48823407124598E-001
23.523; 0.167;-0.002705; 1.48803182829557E-001
23.524; 0.167;-0.002687; 1.48782995565421E-001
23.525; 0.167;-0.002669; 1.48762845368166E-001
23.526; 0.167;-0.002651; 1.48742732273693E-001
23.527; 0.167;-0.002633; 1.48722656317828E-001
23.528; 0.167;-0.002615; 1.48702617536317E-001
23.529; 0.167;-0.002597; 1.48682615964833E-001
23.530; 0.167;-0.002579; 1.48662651638970E-001
23.531; 0.167;-0.002561; 1.48642724594248E-001
23.532; 0.167;-0.002543; 1.48622834866107E-001
23.533; 0.167;-0.002525; 1.48602982489913E-001
23.534; 0.167;-0.002507; 1.48583167500955E-001
23.535; 0.167;-0.002489; 1.48563389934445E-001
23.536; 0.167;-0.002471; 1.48543649825516E-001
23.537; 0.167;-0.002453; 1.48523947209227E-001
23.538; 0.167;-0.002435; 1.48504282120559E-001
23.539; 0.167;-0.002417; 1.48484654594416E-001
23.540; 0.167;-0.002398; 1.48465064665623E-001
23.541; 0.167;-0.002380; 1.48445512368931E-001
23.542; 0.167;-0.002362; 1.48425997739012E-001
23.543; 0.167;-0.002344; 1.48406520810460E-001
23.544; 0.167;-0.002326; 1.48387081617794E-001
23.545; 0.167;-0.002307; 1.48367680195453E-001
23.546; 0.167;-0.002289; 1.48348316577801E-001
23.547; 0.167;-0.002271; 1.48328990799121E-001
23.548; 0.167;-0.002252; 1.48309702893622E-001
23.549; 0.167;-0.002234; 1.48290452895434E-001
23.550; 0.167;-0.002216; 1.48271240838609E-001
23.551; 0.167;-0.002197; 1.48252066757121E-001
23.552; 0.167;-0.002179; 1.48232930684866E-001
23.553; 0.167;-0.002160; 1.48213832655664E-001
23.554; 0.167;-0.002142; 1.48194772703254E-001
23.555; 0.167;-0.002123; 1.48175750861300E-001
23.556; 0.167;-0.002105; 1.48156767163386E-001
23.557; 0.167;-0.002086; 1.48137821643019E-001
23.558; 0.167;-0.002068; 1.48118914333627E-001
23.559; 0.167;-0.002049; 1.48100045268559E-001
23.560; 0.167;-0.002031; 1.48081214481089E-001
23.561; 0.167;-0.002012; 1.48062422004408E-001
23.562; 0.167;-0.001994; 1.48043667871632E-001
23.563; 0.167;-0.001975; 1.48024952115797E-001
23.564; 0.167;-0.001956; 1.48006274769861E-001
23.565; 0.167;-0.001938; 1.47987635866704E-001
23.566; 0.167;-0.001919; 1.47969035439127E-001
23.567; 0.167;-0.001900; 1.47950473519850E-001
23.568; 0.167;-0.001882; 1.47931950141518E-001
23.569; 0.167;-0.001863; 1.47913465336695E-001
23.570; 0.167;-0.001844; 1.47895019137865E-001
23.571; 0.167;-0.001825; 1.47876611577437E-001
23.572; 0.167;-0.001807; 1.47858242687737E-001
23.573; 0.167;-0.001788; 1.47839912501015E-001
23.574; 0.167;-0.001769; 1.47821621049439E-001
23.575; 0.167;-0.001750; 1.47803368365099E-001
23.576; 0.167;-0.001731; 1.47785154480008E-001
23.577; 0.167;-0.001712; 1.47766979426096E-001
23.578; 0.167;-0.001693; 1.47748843235217E-001
23.579; 0.167;-0.001674; 1.47730745939143E-001
23.580; 0.167;-0.001656; 1.47712687569569E-001
23.581; 0.167;-0.001637; 1.47694668158107E-001
23.582; 0.167;-0.001618; 1.47676687736294E-001
23.583; 0.167;-0.001599; 1.47658746335584E-001
23.584; 0.167;-0.001580; 1.47640843987353E-001
23.585; 0.167;-0.001561; 1.47622980722897E-001
23.586; 0.167;-0.001542; 1.47605156573431E-001
23.587; 0.167;-0.001522; 1.47587371570091E-001
23.588; 0.167;-0.001503; 1.47569625743935E-001
23.589; 0.167;-0.001484; 1.47551919125939E-001
23.590; 0.167;-0.001465; 1.47534251746998E-001
23.591; 0.167;-0.001446; 1.47516623637930E-001
23.592; 0.167;-0.001427; 1.47499034829471E-001
23.593; 0.167;-0.001408; 1.47481485352278E-001
23.594; 0.167;-0.001389; 1.47463975236926E-001
23.595; 0.167;-0.001369; 1.47446504513911E-001
23.596; 0.167;-0.001350; 1.47429073213648E-001
23.597; 0.167;-0.001331; 1.47411681366474E-001
23.598; 0.167;-0.001312; 1.47394329002644E-001
23.599; 0.167;-0.001292; 1.47377016152330E-001
23.600; 0.167;-0.001273; 1.47359742845629E-001
23.601; 0.167;-0.001254; 1.47342509112552E-001
23.602; 0.167;-0.001234; 1.47325314983033E-001
23.603; 0.167;-0.001215; 1.47308160486924E-001
23.604; 0.167;-0.001196; 1.47291045653997E-001
23.605; 0.167;-0.001176; 1.47273970513942E-001
23.606; 0.167;-0.001157; 1.47256935096369E-001
23.607; 0.167;-0.001138; 1.47239939430808E-001
23.608; 0.167;-0.001118; 1.47222983546707E-001
23.609; 0.167;-0.001099; 1.47206067473434E-001
23.610; 0.167;-0.001079; 1.47189191240274E-001
23.611; 0.167;-0.001060; 1.47172354876433E-001
23.612; 0.167;-0.001040; 1.47155558411035E-001
23.613; 0.167;-0.001021; 1.47138801873123E-001
23.614; 0.167;-0.001001; 1.47122085291659E-001
23.615; 0.167;-0.000982; 1.47105408695525E-001
23.616; 0.167;-0.000962; 1.47088772113518E-001
23.617; 0.167;-0.000943; 1.47072175574358E-001
23.618; 0.167;-0.000923; 1.47055619106681E-001
23.619; 0.167;-0.000903; 1.47039102739043E-001
23.620; 0.167;-0.000884; 1.47022626499916E-001
23.621; 0.167;-0.000864; 1.47006190417694E-001
23.622; 0.167;-0.000844; 1.46989794520687E-001
23.623; 0.167;-0.000825; 1.46973438837123E-001
23.624; 0.167;-0.000805; 1.46957123395152E-001
23.625; 0.167;-0.000785; 1.46940848222837E-001
23.626; 0.167;-0.000766; 1.46924613348164E-001
23.627; 0.167;-0.000746; 1.46908418799034E-001
23.628; 0.167;-0.000726; 1.46892264603267E-001
23.629; 0.167;-0.000706; 1.46876150788603E-001
23.630; 0.167;-0.000687; 1.46860077382696E-001
23.631; 0.167;-0.000667; 1.46844044413123E-001
23.632; 0.167;-0.000647; 1.46828051907374E-001
23.633; 0.167;-0.000627; 1.46812099892861E-001
23.634; 0.167;-0.000607; 1.46796188396912E-001
23.635; 0.167;-0.000587; 1.46780317446772E-001
23.636; 0.167;-0.000567; 1.46764487069606E-001
23.637; 0.167;-0.000548; 1.46748697292494E-001
23.638; 0.167;-0.000528; 1.46732948142437E-001
23.639; 0.167;-0.000508; 1.46717239646350E-001
23.640; 0.167;-0.000488; 1.46701571831069E-001
23.641; 0.167;-0.000468; 1.46685944723345E-001
23.642; 0.167;-0.000448; 1.46670358349848E-001
23.643; 0.167;-0.000428; 1.46654812737165E-001
23.644; 0.167;-0.000408; 1.46639307911800E-001
23.645; 0.167;-0.000388; 1.46623843900175E-001
23.646; 0.167;-0.000368; 1.46608420728629E-001
23.647; 0.167;-0.000348; 1.46593038423418E-001
23.648; 0.167;-0.000328; 1.46577697010716E-001
23.649; 0.167;-0.000307; 1.46562396516615E-001
23.650; 0.167;-0.000287; 1.46547136967121E-001
23.651; 0.167;-0.000267; 1.46531918388160E-001
